fecha_hora_inicio,fecha_hora_fin,precio_total,estado
2025-06-19 04:00:00-04:00,2025-06-19 06:00:00-04:00,19973.00,CONFIRMADA
2025-06-19 05:00:00-04:00,2025-06-19 07:00:00-04:00,15542.00,NO_SHOW
2025-06-19 05:00:00-04:00,2025-06-19 06:00:00-04:00,24999.00,CANCELADA
2025-06-19 10:00:00-04:00,2025-06-19 12:00:00-04:00,18893.00,CONFIRMADA
2025-06-19 12:00:00-04:00,2025-06-19 14:00:00-04:00,21586.00,CONFIRMADA
2025-06-19 14:00:00-04:00,2025-06-19 16:00:00-04:00,20900.00,CONFIRMADA
2025-06-19 15:00:00-04:00,2025-06-19 17:00:00-04:00,17788.00,CONFIRMADA
2025-06-19 15:00:00-04:00,2025-06-19 16:00:00-04:00,11747.00,PENDIENTE
2025-06-19 15:00:00-04:00,2025-06-19 17:00:00-04:00,23227.00,NO_SHOW
2025-06-19 16:00:00-04:00,2025-06-19 17:00:00-04:00,24080.00,PENDIENTE
2025-06-19 16:00:00-04:00,2025-06-19 17:00:00-04:00,18337.00,CONFIRMADA
2025-06-19 17:00:00-04:00,2025-06-19 18:00:00-04:00,24022.00,PENDIENTE
2025-06-19 17:00:00-04:00,2025-06-19 19:00:00-04:00,23769.00,CONFIRMADA
2025-06-19 17:00:00-04:00,2025-06-19 18:00:00-04:00,23354.00,NO_SHOW
2025-06-19 17:00:00-04:00,2025-06-19 19:00:00-04:00,24344.00,CANCELADA
2025-06-20 05:00:00-04:00,2025-06-20 07:00:00-04:00,16609.00,CONFIRMADA
2025-06-20 05:00:00-04:00,2025-06-20 07:00:00-04:00,17726.00,PENDIENTE
2025-06-20 05:00:00-04:00,2025-06-20 06:00:00-04:00,16715.00,NO_SHOW
2025-06-20 06:00:00-04:00,2025-06-20 07:00:00-04:00,11471.00,CONFIRMADA
2025-06-20 11:00:00-04:00,2025-06-20 12:00:00-04:00,13360.00,PENDIENTE
2025-06-20 12:00:00-04:00,2025-06-20 14:00:00-04:00,11341.00,PENDIENTE
2025-06-20 13:00:00-04:00,2025-06-20 15:00:00-04:00,19840.00,CANCELADA
2025-06-20 13:00:00-04:00,2025-06-20 15:00:00-04:00,22400.00,PENDIENTE
2025-06-20 14:00:00-04:00,2025-06-20 16:00:00-04:00,13763.00,CONFIRMADA
2025-06-20 14:00:00-04:00,2025-06-20 16:00:00-04:00,22233.00,PENDIENTE
2025-06-20 17:00:00-04:00,2025-06-20 18:00:00-04:00,13461.00,CONFIRMADA
2025-06-21 04:00:00-04:00,2025-06-21 06:00:00-04:00,15533.00,CONFIRMADA
2025-06-21 06:00:00-04:00,2025-06-21 08:00:00-04:00,16497.00,PENDIENTE
2025-06-21 07:00:00-04:00,2025-06-21 09:00:00-04:00,15287.00,PENDIENTE
2025-06-21 09:00:00-04:00,2025-06-21 11:00:00-04:00,23706.00,NO_SHOW
2025-06-21 11:00:00-04:00,2025-06-21 12:00:00-04:00,17960.00,CONFIRMADA
2025-06-21 11:00:00-04:00,2025-06-21 13:00:00-04:00,19675.00,NO_SHOW
2025-06-21 12:00:00-04:00,2025-06-21 13:00:00-04:00,15240.00,CONFIRMADA
2025-06-21 15:00:00-04:00,2025-06-21 16:00:00-04:00,19241.00,NO_SHOW
2025-06-21 16:00:00-04:00,2025-06-21 18:00:00-04:00,22625.00,CONFIRMADA
2025-06-21 18:00:00-04:00,2025-06-21 20:00:00-04:00,14964.00,CONFIRMADA
2025-06-21 18:00:00-04:00,2025-06-21 20:00:00-04:00,19104.00,CONFIRMADA
2025-06-22 06:00:00-04:00,2025-06-22 08:00:00-04:00,24563.00,CONFIRMADA
2025-06-22 07:00:00-04:00,2025-06-22 08:00:00-04:00,14937.00,CONFIRMADA
2025-06-22 08:00:00-04:00,2025-06-22 10:00:00-04:00,12655.00,CONFIRMADA
2025-06-22 08:00:00-04:00,2025-06-22 09:00:00-04:00,15715.00,NO_SHOW
2025-06-22 12:00:00-04:00,2025-06-22 13:00:00-04:00,23141.00,CONFIRMADA
2025-06-22 12:00:00-04:00,2025-06-22 13:00:00-04:00,17594.00,CANCELADA
2025-06-22 13:00:00-04:00,2025-06-22 15:00:00-04:00,21534.00,CONFIRMADA
2025-06-22 16:00:00-04:00,2025-06-22 18:00:00-04:00,18659.00,CONFIRMADA
2025-06-22 18:00:00-04:00,2025-06-22 20:00:00-04:00,18114.00,CONFIRMADA
2025-06-23 04:00:00-04:00,2025-06-23 06:00:00-04:00,12232.00,CONFIRMADA
2025-06-23 09:00:00-04:00,2025-06-23 10:00:00-04:00,24901.00,CANCELADA
2025-06-23 14:00:00-04:00,2025-06-23 15:00:00-04:00,23589.00,PENDIENTE
2025-06-23 15:00:00-04:00,2025-06-23 17:00:00-04:00,17286.00,PENDIENTE
2025-06-23 15:00:00-04:00,2025-06-23 17:00:00-04:00,13215.00,CANCELADA
2025-06-23 17:00:00-04:00,2025-06-23 18:00:00-04:00,11571.00,NO_SHOW
2025-06-23 18:00:00-04:00,2025-06-23 19:00:00-04:00,23104.00,CONFIRMADA
2025-06-24 04:00:00-04:00,2025-06-24 05:00:00-04:00,13043.00,CONFIRMADA
2025-06-24 05:00:00-04:00,2025-06-24 06:00:00-04:00,23527.00,PENDIENTE
2025-06-24 05:00:00-04:00,2025-06-24 07:00:00-04:00,18722.00,PENDIENTE
2025-06-24 09:00:00-04:00,2025-06-24 11:00:00-04:00,22410.00,NO_SHOW
2025-06-24 12:00:00-04:00,2025-06-24 14:00:00-04:00,16597.00,CONFIRMADA
2025-06-24 14:00:00-04:00,2025-06-24 15:00:00-04:00,20310.00,CONFIRMADA
2025-06-24 15:00:00-04:00,2025-06-24 17:00:00-04:00,16199.00,PENDIENTE
2025-06-24 16:00:00-04:00,2025-06-24 18:00:00-04:00,21875.00,CONFIRMADA
2025-06-25 05:00:00-04:00,2025-06-25 07:00:00-04:00,13533.00,CONFIRMADA
2025-06-25 10:00:00-04:00,2025-06-25 11:00:00-04:00,23906.00,PENDIENTE
2025-06-25 11:00:00-04:00,2025-06-25 12:00:00-04:00,10000.00,PENDIENTE
2025-06-25 11:00:00-04:00,2025-06-25 12:00:00-04:00,22907.00,PENDIENTE
2025-06-25 13:00:00-04:00,2025-06-25 14:00:00-04:00,15296.00,CONFIRMADA
2025-06-25 14:00:00-04:00,2025-06-25 16:00:00-04:00,23136.00,CONFIRMADA
2025-06-25 15:00:00-04:00,2025-06-25 17:00:00-04:00,20422.00,CONFIRMADA
2025-06-25 17:00:00-04:00,2025-06-25 18:00:00-04:00,15543.00,PENDIENTE
2025-06-25 18:00:00-04:00,2025-06-25 19:00:00-04:00,16882.00,CONFIRMADA
2025-06-25 18:00:00-04:00,2025-06-25 20:00:00-04:00,12507.00,PENDIENTE
2025-06-26 04:00:00-04:00,2025-06-26 06:00:00-04:00,20622.00,CONFIRMADA
2025-06-26 05:00:00-04:00,2025-06-26 06:00:00-04:00,24787.00,NO_SHOW
2025-06-26 05:00:00-04:00,2025-06-26 06:00:00-04:00,18198.00,CONFIRMADA
2025-06-26 06:00:00-04:00,2025-06-26 08:00:00-04:00,15102.00,CONFIRMADA
2025-06-26 07:00:00-04:00,2025-06-26 08:00:00-04:00,24640.00,CONFIRMADA
2025-06-26 08:00:00-04:00,2025-06-26 10:00:00-04:00,19399.00,CONFIRMADA
2025-06-26 08:00:00-04:00,2025-06-26 09:00:00-04:00,16969.00,CONFIRMADA
2025-06-26 11:00:00-04:00,2025-06-26 13:00:00-04:00,22333.00,CANCELADA
2025-06-26 12:00:00-04:00,2025-06-26 14:00:00-04:00,16584.00,CONFIRMADA
2025-06-26 13:00:00-04:00,2025-06-26 15:00:00-04:00,13776.00,CONFIRMADA
2025-06-26 14:00:00-04:00,2025-06-26 15:00:00-04:00,16815.00,NO_SHOW
2025-06-26 15:00:00-04:00,2025-06-26 16:00:00-04:00,14778.00,CONFIRMADA
2025-06-26 17:00:00-04:00,2025-06-26 18:00:00-04:00,23582.00,CONFIRMADA
2025-06-27 04:00:00-04:00,2025-06-27 05:00:00-04:00,10952.00,NO_SHOW
2025-06-27 05:00:00-04:00,2025-06-27 07:00:00-04:00,17866.00,PENDIENTE
2025-06-27 06:00:00-04:00,2025-06-27 07:00:00-04:00,14510.00,CONFIRMADA
2025-06-27 07:00:00-04:00,2025-06-27 09:00:00-04:00,24953.00,CONFIRMADA
2025-06-27 07:00:00-04:00,2025-06-27 09:00:00-04:00,15067.00,CONFIRMADA
2025-06-27 09:00:00-04:00,2025-06-27 10:00:00-04:00,17055.00,CONFIRMADA
2025-06-27 09:00:00-04:00,2025-06-27 10:00:00-04:00,21580.00,NO_SHOW
2025-06-27 11:00:00-04:00,2025-06-27 12:00:00-04:00,10827.00,CONFIRMADA
2025-06-27 11:00:00-04:00,2025-06-27 13:00:00-04:00,13989.00,CONFIRMADA
2025-06-27 13:00:00-04:00,2025-06-27 14:00:00-04:00,20085.00,NO_SHOW
2025-06-27 14:00:00-04:00,2025-06-27 16:00:00-04:00,19676.00,CONFIRMADA
2025-06-27 15:00:00-04:00,2025-06-27 16:00:00-04:00,10832.00,CANCELADA
2025-06-27 17:00:00-04:00,2025-06-27 19:00:00-04:00,23754.00,CONFIRMADA
2025-06-27 18:00:00-04:00,2025-06-27 19:00:00-04:00,21331.00,CONFIRMADA
2025-06-27 18:00:00-04:00,2025-06-27 19:00:00-04:00,12885.00,CONFIRMADA
2025-06-28 07:00:00-04:00,2025-06-28 09:00:00-04:00,22273.00,PENDIENTE
2025-06-28 07:00:00-04:00,2025-06-28 08:00:00-04:00,20493.00,CONFIRMADA
2025-06-28 09:00:00-04:00,2025-06-28 10:00:00-04:00,16671.00,CONFIRMADA
2025-06-28 11:00:00-04:00,2025-06-28 13:00:00-04:00,21992.00,CANCELADA
2025-06-28 13:00:00-04:00,2025-06-28 15:00:00-04:00,13027.00,CONFIRMADA
2025-06-28 13:00:00-04:00,2025-06-28 15:00:00-04:00,15035.00,CONFIRMADA
2025-06-28 14:00:00-04:00,2025-06-28 15:00:00-04:00,20200.00,PENDIENTE
2025-06-28 15:00:00-04:00,2025-06-28 16:00:00-04:00,12332.00,CONFIRMADA
2025-06-28 16:00:00-04:00,2025-06-28 17:00:00-04:00,18235.00,CONFIRMADA
2025-06-28 17:00:00-04:00,2025-06-28 18:00:00-04:00,13888.00,CONFIRMADA
2025-06-28 18:00:00-04:00,2025-06-28 19:00:00-04:00,15211.00,CONFIRMADA
2025-06-29 06:00:00-04:00,2025-06-29 08:00:00-04:00,22202.00,CONFIRMADA
2025-06-29 06:00:00-04:00,2025-06-29 07:00:00-04:00,22246.00,CONFIRMADA
2025-06-29 07:00:00-04:00,2025-06-29 09:00:00-04:00,23665.00,NO_SHOW
2025-06-29 08:00:00-04:00,2025-06-29 09:00:00-04:00,21346.00,CONFIRMADA
2025-06-29 10:00:00-04:00,2025-06-29 11:00:00-04:00,13796.00,CONFIRMADA
2025-06-29 10:00:00-04:00,2025-06-29 11:00:00-04:00,18658.00,CONFIRMADA
2025-06-29 12:00:00-04:00,2025-06-29 14:00:00-04:00,18390.00,CONFIRMADA
2025-06-29 15:00:00-04:00,2025-06-29 16:00:00-04:00,16010.00,NO_SHOW
2025-06-29 18:00:00-04:00,2025-06-29 20:00:00-04:00,18316.00,PENDIENTE
2025-06-30 11:00:00-04:00,2025-06-30 12:00:00-04:00,15389.00,CONFIRMADA
2025-06-30 11:00:00-04:00,2025-06-30 13:00:00-04:00,11844.00,CONFIRMADA
2025-06-30 13:00:00-04:00,2025-06-30 15:00:00-04:00,18938.00,PENDIENTE
2025-06-30 13:00:00-04:00,2025-06-30 15:00:00-04:00,15967.00,PENDIENTE
2025-06-30 14:00:00-04:00,2025-06-30 16:00:00-04:00,17107.00,CONFIRMADA
2025-06-30 15:00:00-04:00,2025-06-30 16:00:00-04:00,21542.00,PENDIENTE
2025-06-30 16:00:00-04:00,2025-06-30 17:00:00-04:00,15011.00,CONFIRMADA
2025-06-30 17:00:00-04:00,2025-06-30 18:00:00-04:00,13644.00,CONFIRMADA
2025-06-30 18:00:00-04:00,2025-06-30 20:00:00-04:00,16839.00,PENDIENTE
2025-07-01 05:00:00-04:00,2025-07-01 07:00:00-04:00,12387.00,CONFIRMADA
2025-07-01 07:00:00-04:00,2025-07-01 08:00:00-04:00,17227.00,CONFIRMADA
2025-07-01 08:00:00-04:00,2025-07-01 10:00:00-04:00,23989.00,CANCELADA
2025-07-02 06:00:00-04:00,2025-07-02 07:00:00-04:00,19010.00,PENDIENTE
2025-07-02 06:00:00-04:00,2025-07-02 07:00:00-04:00,10305.00,CONFIRMADA
2025-07-02 07:00:00-04:00,2025-07-02 08:00:00-04:00,23803.00,CONFIRMADA
2025-07-02 09:00:00-04:00,2025-07-02 10:00:00-04:00,17964.00,PENDIENTE
2025-07-02 09:00:00-04:00,2025-07-02 10:00:00-04:00,13728.00,NO_SHOW
2025-07-02 11:00:00-04:00,2025-07-02 12:00:00-04:00,12014.00,CONFIRMADA
2025-07-02 14:00:00-04:00,2025-07-02 16:00:00-04:00,18880.00,CONFIRMADA
2025-07-02 15:00:00-04:00,2025-07-02 17:00:00-04:00,20400.00,CONFIRMADA
2025-07-02 17:00:00-04:00,2025-07-02 18:00:00-04:00,14415.00,CONFIRMADA
2025-07-02 18:00:00-04:00,2025-07-02 19:00:00-04:00,20152.00,PENDIENTE
2025-07-03 05:00:00-04:00,2025-07-03 06:00:00-04:00,19810.00,CANCELADA
2025-07-03 10:00:00-04:00,2025-07-03 12:00:00-04:00,18512.00,NO_SHOW
2025-07-03 11:00:00-04:00,2025-07-03 12:00:00-04:00,22774.00,NO_SHOW
2025-07-03 12:00:00-04:00,2025-07-03 14:00:00-04:00,16694.00,CONFIRMADA
2025-07-03 13:00:00-04:00,2025-07-03 15:00:00-04:00,15325.00,CONFIRMADA
2025-07-03 15:00:00-04:00,2025-07-03 16:00:00-04:00,12418.00,CONFIRMADA
2025-07-04 08:00:00-04:00,2025-07-04 09:00:00-04:00,21329.00,CONFIRMADA
2025-07-04 10:00:00-04:00,2025-07-04 11:00:00-04:00,17789.00,PENDIENTE
2025-07-04 10:00:00-04:00,2025-07-04 12:00:00-04:00,15081.00,CONFIRMADA
2025-07-04 11:00:00-04:00,2025-07-04 13:00:00-04:00,15585.00,CONFIRMADA
2025-07-04 15:00:00-04:00,2025-07-04 16:00:00-04:00,23570.00,CONFIRMADA
2025-07-04 16:00:00-04:00,2025-07-04 18:00:00-04:00,11534.00,CONFIRMADA
2025-07-04 18:00:00-04:00,2025-07-04 20:00:00-04:00,17500.00,PENDIENTE
2025-07-04 18:00:00-04:00,2025-07-04 20:00:00-04:00,23661.00,CONFIRMADA
2025-07-05 06:00:00-04:00,2025-07-05 08:00:00-04:00,21022.00,CANCELADA
2025-07-05 07:00:00-04:00,2025-07-05 09:00:00-04:00,10455.00,PENDIENTE
2025-07-05 07:00:00-04:00,2025-07-05 08:00:00-04:00,20280.00,CONFIRMADA
2025-07-05 09:00:00-04:00,2025-07-05 11:00:00-04:00,23747.00,PENDIENTE
2025-07-05 10:00:00-04:00,2025-07-05 12:00:00-04:00,16935.00,CONFIRMADA
2025-07-05 10:00:00-04:00,2025-07-05 12:00:00-04:00,18911.00,CONFIRMADA
2025-07-05 11:00:00-04:00,2025-07-05 12:00:00-04:00,20719.00,CONFIRMADA
2025-07-05 13:00:00-04:00,2025-07-05 15:00:00-04:00,12089.00,CANCELADA
2025-07-05 14:00:00-04:00,2025-07-05 15:00:00-04:00,15770.00,CONFIRMADA
2025-07-05 15:00:00-04:00,2025-07-05 17:00:00-04:00,10661.00,CANCELADA
2025-07-05 15:00:00-04:00,2025-07-05 16:00:00-04:00,22431.00,CONFIRMADA
2025-07-05 16:00:00-04:00,2025-07-05 18:00:00-04:00,17773.00,CONFIRMADA
2025-07-06 04:00:00-04:00,2025-07-06 06:00:00-04:00,19074.00,CANCELADA
2025-07-06 08:00:00-04:00,2025-07-06 09:00:00-04:00,21189.00,CONFIRMADA
2025-07-06 09:00:00-04:00,2025-07-06 11:00:00-04:00,24397.00,CONFIRMADA
2025-07-06 09:00:00-04:00,2025-07-06 10:00:00-04:00,20571.00,NO_SHOW
2025-07-06 10:00:00-04:00,2025-07-06 12:00:00-04:00,13389.00,CONFIRMADA
2025-07-06 15:00:00-04:00,2025-07-06 17:00:00-04:00,13793.00,CONFIRMADA
2025-07-06 15:00:00-04:00,2025-07-06 17:00:00-04:00,15895.00,CANCELADA
2025-07-06 16:00:00-04:00,2025-07-06 17:00:00-04:00,12421.00,CONFIRMADA
2025-07-06 17:00:00-04:00,2025-07-06 18:00:00-04:00,10640.00,CONFIRMADA
2025-07-06 17:00:00-04:00,2025-07-06 19:00:00-04:00,11894.00,CONFIRMADA
2025-07-07 07:00:00-04:00,2025-07-07 08:00:00-04:00,11716.00,CONFIRMADA
2025-07-07 09:00:00-04:00,2025-07-07 10:00:00-04:00,20523.00,CONFIRMADA
2025-07-07 10:00:00-04:00,2025-07-07 12:00:00-04:00,20479.00,CONFIRMADA
2025-07-07 12:00:00-04:00,2025-07-07 14:00:00-04:00,24754.00,CONFIRMADA
2025-07-07 13:00:00-04:00,2025-07-07 14:00:00-04:00,23135.00,PENDIENTE
2025-07-07 14:00:00-04:00,2025-07-07 15:00:00-04:00,21730.00,PENDIENTE
2025-07-07 16:00:00-04:00,2025-07-07 18:00:00-04:00,20521.00,NO_SHOW
2025-07-07 16:00:00-04:00,2025-07-07 17:00:00-04:00,11792.00,NO_SHOW
2025-07-07 18:00:00-04:00,2025-07-07 20:00:00-04:00,16266.00,PENDIENTE
2025-07-07 18:00:00-04:00,2025-07-07 20:00:00-04:00,19906.00,CONFIRMADA
2025-07-08 04:00:00-04:00,2025-07-08 06:00:00-04:00,12000.00,CONFIRMADA
2025-07-08 10:00:00-04:00,2025-07-08 12:00:00-04:00,19191.00,PENDIENTE
2025-07-08 11:00:00-04:00,2025-07-08 12:00:00-04:00,23166.00,NO_SHOW
2025-07-08 12:00:00-04:00,2025-07-08 13:00:00-04:00,18832.00,PENDIENTE
2025-07-08 14:00:00-04:00,2025-07-08 15:00:00-04:00,20236.00,CONFIRMADA
2025-07-08 16:00:00-04:00,2025-07-08 18:00:00-04:00,17000.00,CONFIRMADA
2025-07-09 05:00:00-04:00,2025-07-09 07:00:00-04:00,12214.00,CONFIRMADA
2025-07-09 05:00:00-04:00,2025-07-09 07:00:00-04:00,19683.00,PENDIENTE
2025-07-09 07:00:00-04:00,2025-07-09 08:00:00-04:00,12405.00,CONFIRMADA
2025-07-09 10:00:00-04:00,2025-07-09 11:00:00-04:00,21124.00,CONFIRMADA
2025-07-09 12:00:00-04:00,2025-07-09 13:00:00-04:00,18528.00,NO_SHOW
2025-07-09 13:00:00-04:00,2025-07-09 15:00:00-04:00,19564.00,CONFIRMADA
2025-07-09 13:00:00-04:00,2025-07-09 14:00:00-04:00,19991.00,CONFIRMADA
2025-07-09 13:00:00-04:00,2025-07-09 15:00:00-04:00,15789.00,CONFIRMADA
2025-07-09 13:00:00-04:00,2025-07-09 14:00:00-04:00,11607.00,CONFIRMADA
2025-07-09 17:00:00-04:00,2025-07-09 19:00:00-04:00,14256.00,PENDIENTE
2025-07-10 05:00:00-04:00,2025-07-10 07:00:00-04:00,17553.00,CONFIRMADA
2025-07-10 06:00:00-04:00,2025-07-10 07:00:00-04:00,16374.00,CONFIRMADA
2025-07-10 07:00:00-04:00,2025-07-10 09:00:00-04:00,21120.00,CONFIRMADA
2025-07-10 07:00:00-04:00,2025-07-10 09:00:00-04:00,16974.00,CONFIRMADA
2025-07-10 08:00:00-04:00,2025-07-10 09:00:00-04:00,11115.00,NO_SHOW
2025-07-10 08:00:00-04:00,2025-07-10 09:00:00-04:00,23519.00,CONFIRMADA
2025-07-10 09:00:00-04:00,2025-07-10 11:00:00-04:00,10418.00,NO_SHOW
2025-07-10 14:00:00-04:00,2025-07-10 15:00:00-04:00,23959.00,CONFIRMADA
2025-07-10 15:00:00-04:00,2025-07-10 16:00:00-04:00,10256.00,CONFIRMADA
2025-07-10 15:00:00-04:00,2025-07-10 17:00:00-04:00,13985.00,CONFIRMADA
2025-07-10 16:00:00-04:00,2025-07-10 17:00:00-04:00,23434.00,PENDIENTE
2025-07-10 16:00:00-04:00,2025-07-10 17:00:00-04:00,14014.00,CONFIRMADA
2025-07-11 04:00:00-04:00,2025-07-11 05:00:00-04:00,17893.00,CONFIRMADA
2025-07-11 05:00:00-04:00,2025-07-11 06:00:00-04:00,10851.00,CONFIRMADA
2025-07-11 06:00:00-04:00,2025-07-11 08:00:00-04:00,21980.00,CANCELADA
2025-07-11 11:00:00-04:00,2025-07-11 13:00:00-04:00,17066.00,CONFIRMADA
2025-07-11 12:00:00-04:00,2025-07-11 14:00:00-04:00,23583.00,CONFIRMADA
2025-07-11 12:00:00-04:00,2025-07-11 13:00:00-04:00,14162.00,CONFIRMADA
2025-07-11 13:00:00-04:00,2025-07-11 15:00:00-04:00,11731.00,CONFIRMADA
2025-07-11 14:00:00-04:00,2025-07-11 16:00:00-04:00,20388.00,CANCELADA
2025-07-11 14:00:00-04:00,2025-07-11 16:00:00-04:00,17421.00,CONFIRMADA
2025-07-11 15:00:00-04:00,2025-07-11 16:00:00-04:00,18595.00,CONFIRMADA
2025-07-11 16:00:00-04:00,2025-07-11 17:00:00-04:00,21282.00,CONFIRMADA
2025-07-11 16:00:00-04:00,2025-07-11 18:00:00-04:00,13328.00,CONFIRMADA
2025-07-11 17:00:00-04:00,2025-07-11 19:00:00-04:00,10067.00,CONFIRMADA
2025-07-12 05:00:00-04:00,2025-07-12 06:00:00-04:00,24672.00,CONFIRMADA
2025-07-12 05:00:00-04:00,2025-07-12 06:00:00-04:00,22548.00,CONFIRMADA
2025-07-12 06:00:00-04:00,2025-07-12 07:00:00-04:00,12950.00,CONFIRMADA
2025-07-12 10:00:00-04:00,2025-07-12 12:00:00-04:00,22358.00,PENDIENTE
2025-07-12 13:00:00-04:00,2025-07-12 14:00:00-04:00,20261.00,CONFIRMADA
2025-07-12 14:00:00-04:00,2025-07-12 16:00:00-04:00,14948.00,CONFIRMADA
2025-07-12 15:00:00-04:00,2025-07-12 17:00:00-04:00,24949.00,CONFIRMADA
2025-07-12 15:00:00-04:00,2025-07-12 17:00:00-04:00,15427.00,CONFIRMADA
2025-07-12 16:00:00-04:00,2025-07-12 17:00:00-04:00,22935.00,PENDIENTE
2025-07-12 16:00:00-04:00,2025-07-12 17:00:00-04:00,10402.00,CONFIRMADA
2025-07-12 16:00:00-04:00,2025-07-12 17:00:00-04:00,13246.00,CONFIRMADA
2025-07-12 17:00:00-04:00,2025-07-12 19:00:00-04:00,20718.00,PENDIENTE
2025-07-13 07:00:00-04:00,2025-07-13 09:00:00-04:00,19520.00,CONFIRMADA
2025-07-13 07:00:00-04:00,2025-07-13 09:00:00-04:00,21611.00,PENDIENTE
2025-07-13 11:00:00-04:00,2025-07-13 12:00:00-04:00,22365.00,CONFIRMADA
2025-07-13 12:00:00-04:00,2025-07-13 14:00:00-04:00,11285.00,CONFIRMADA
2025-07-13 13:00:00-04:00,2025-07-13 15:00:00-04:00,24102.00,PENDIENTE
2025-07-13 14:00:00-04:00,2025-07-13 15:00:00-04:00,17982.00,PENDIENTE
2025-07-13 14:00:00-04:00,2025-07-13 15:00:00-04:00,20126.00,CONFIRMADA
2025-07-13 15:00:00-04:00,2025-07-13 17:00:00-04:00,19915.00,CONFIRMADA
2025-07-13 18:00:00-04:00,2025-07-13 20:00:00-04:00,10304.00,CANCELADA
2025-07-14 04:00:00-04:00,2025-07-14 06:00:00-04:00,13650.00,CONFIRMADA
2025-07-14 06:00:00-04:00,2025-07-14 07:00:00-04:00,16750.00,NO_SHOW
2025-07-14 12:00:00-04:00,2025-07-14 13:00:00-04:00,20928.00,CONFIRMADA
2025-07-14 13:00:00-04:00,2025-07-14 14:00:00-04:00,11873.00,CONFIRMADA
2025-07-14 14:00:00-04:00,2025-07-14 16:00:00-04:00,18602.00,CONFIRMADA
2025-07-14 14:00:00-04:00,2025-07-14 15:00:00-04:00,18715.00,CONFIRMADA
2025-07-14 15:00:00-04:00,2025-07-14 17:00:00-04:00,24630.00,PENDIENTE
2025-07-14 16:00:00-04:00,2025-07-14 17:00:00-04:00,11656.00,CONFIRMADA
2025-07-14 16:00:00-04:00,2025-07-14 18:00:00-04:00,15253.00,CONFIRMADA
2025-07-14 18:00:00-04:00,2025-07-14 20:00:00-04:00,22323.00,CONFIRMADA
2025-07-15 04:00:00-04:00,2025-07-15 06:00:00-04:00,20230.00,CONFIRMADA
2025-07-15 05:00:00-04:00,2025-07-15 07:00:00-04:00,22644.00,NO_SHOW
2025-07-15 07:00:00-04:00,2025-07-15 08:00:00-04:00,12697.00,CONFIRMADA
2025-07-15 09:00:00-04:00,2025-07-15 10:00:00-04:00,19245.00,PENDIENTE
2025-07-15 09:00:00-04:00,2025-07-15 11:00:00-04:00,21541.00,CONFIRMADA
2025-07-15 10:00:00-04:00,2025-07-15 12:00:00-04:00,15468.00,PENDIENTE
2025-07-15 16:00:00-04:00,2025-07-15 17:00:00-04:00,10830.00,CONFIRMADA
2025-07-15 17:00:00-04:00,2025-07-15 19:00:00-04:00,16020.00,CONFIRMADA
2025-07-16 05:00:00-04:00,2025-07-16 07:00:00-04:00,19185.00,CONFIRMADA
2025-07-16 05:00:00-04:00,2025-07-16 06:00:00-04:00,23016.00,CONFIRMADA
